mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.506797711054484,0.02769670797210191,0.13228241602579752,0.007212175078507185,2,100,"{'clf__max_depth': 2, 'clf__n_estimators': 100}",0.7983193277310925,0.7426160337552743,0.8143459915611815,0.7850937843491828,0.03074066752711993,16
0.857640822728475,0.059983014794080095,0.14438819885253906,0.004418557604427424,2,200,"{'clf__max_depth': 2, 'clf__n_estimators': 200}",0.7941176470588235,0.7426160337552743,0.8016877637130801,0.7794738148423926,0.026244982841668586,17
1.2895760536193848,0.052353007405937235,0.18527809778849283,0.013518348141500946,2,300,"{'clf__max_depth': 2, 'clf__n_estimators': 300}",0.7983193277310925,0.7426160337552743,0.7848101265822784,0.7752484960228818,0.023724569882365938,18
0.5290244420369467,0.025972263052470367,0.12028010686238606,0.005342717544416953,3,100,"{'clf__max_depth': 3, 'clf__n_estimators': 100}",0.8151260504201681,0.7763713080168776,0.8312236286919831,0.8075736623763429,0.023021340747728485,13
0.8942608038584391,0.0186715950785469,0.15018630027770996,0.004867198946827706,3,200,"{'clf__max_depth': 3, 'clf__n_estimators': 200}",0.8151260504201681,0.7763713080168776,0.8312236286919831,0.8075736623763429,0.023021340747728485,13
1.2554133733113606,0.05621776444553934,0.19926850001017252,0.0173470660701842,3,300,"{'clf__max_depth': 3, 'clf__n_estimators': 300}",0.8109243697478992,0.7763713080168776,0.8227848101265823,0.8033601626304531,0.019688680614481827,15
0.5207649866739908,0.013604680618143149,0.12543018658955893,0.01568969539022557,4,100,"{'clf__max_depth': 4, 'clf__n_estimators': 100}",0.8277310924369747,0.7805907172995781,0.8227848101265823,0.8103688732877118,0.021152940815463303,11
0.8271992206573486,0.040579713062816714,0.1743314266204834,0.016269941883893607,4,200,"{'clf__max_depth': 4, 'clf__n_estimators': 200}",0.8319327731092437,0.7763713080168776,0.8227848101265823,0.8103629637509012,0.024324141661297757,12
1.2769700686136882,0.03143726624035991,0.22909299532572427,0.00808193515272621,4,300,"{'clf__max_depth': 4, 'clf__n_estimators': 300}",0.8319327731092437,0.7805907172995781,0.8270042194092827,0.8131759032727016,0.02312889129884425,10
0.5349156856536865,0.05430256324823306,0.13378381729125977,0.007421274029463585,5,100,"{'clf__max_depth': 5, 'clf__n_estimators': 100}",0.8319327731092437,0.7974683544303798,0.8270042194092827,0.8188017823163021,0.015218607457456703,7
0.8212401072184244,0.01622349143383985,0.16132513682047525,0.004417057202711346,5,200,"{'clf__max_depth': 5, 'clf__n_estimators': 200}",0.8277310924369747,0.7932489451476793,0.8270042194092827,0.8159947523313122,0.01608645174105325,9
1.300264040629069,0.039102767002161226,0.21193726857503256,0.013372650315820293,5,300,"{'clf__max_depth': 5, 'clf__n_estimators': 300}",0.8319327731092437,0.7932489451476793,0.8270042194092827,0.8173953125554019,0.017192206657570104,8
0.5278546015421549,0.05022596623418978,0.13205528259277344,0.011416760789650867,6,100,"{'clf__max_depth': 6, 'clf__n_estimators': 100}",0.8361344537815126,0.8227848101265823,0.8354430379746836,0.8314541006275928,0.0061366093948622006,1
0.8345731894175211,0.03470577287978788,0.17940028508504233,0.016349043516365867,6,200,"{'clf__max_depth': 6, 'clf__n_estimators': 200}",0.8403361344537815,0.8270042194092827,0.8185654008438819,0.828635251568982,0.008962381004613447,2
1.330072323481242,0.06439534910965292,0.1870399316151937,0.008553470602122653,6,300,"{'clf__max_depth': 6, 'clf__n_estimators': 300}",0.8403361344537815,0.810126582278481,0.8227848101265823,0.8244158422862816,0.012386806424243798,5
0.5692244370778402,0.04833670714129943,0.15290260314941406,0.0032501571251634617,7,100,"{'clf__max_depth': 7, 'clf__n_estimators': 100}",0.8319327731092437,0.8185654008438819,0.8185654008438819,0.8230211915990026,0.006301439716988249,6
0.8140590190887451,0.001243551586765879,0.17055122057596842,0.012391314702209081,7,200,"{'clf__max_depth': 7, 'clf__n_estimators': 200}",0.8403361344537815,0.8143459915611815,0.8185654008438819,0.8244158422862817,0.011388375087420027,4
1.123586654663086,0.157269951453871,0.1794109344482422,0.0018706597732042695,7,300,"{'clf__max_depth': 7, 'clf__n_estimators': 300}",0.8403361344537815,0.8185654008438819,0.8185654008438819,0.8258223120471818,0.010262822244643963,3
